,Power (hp),Engine cylinder,Bore (mm),Stroke (mm),Cooling system,Transmission type
946,141.0,V2,97.0,67.5,Oil & air,Chain
947,141.0,V2,97.0,67.5,Oil & air,Chain
948,143.0,V2,97.0,67.5,Oil & air,Chain
949,143.0,V2,97.0,67.5,Oil & air,Chain
951,128.0,V2,97.0,67.5,Liquid,Chain
954,130.0,V2,97.0,67.5,Liquid,Chain
957,138.0,Twin,97.0,67.5,Liquid,Chain
958,141.0,Twin,97.0,67.5,Liquid,Chain
959,141.0,Twin,97.0,67.5,Liquid,Chain
961,128.0,V2,97.0,67.5,Liquid,Chain
962,130.0,V2,97.0,67.5,Liquid,Chain
965,217.0,V4,85.0,52.3,Liquid,Chain
966,217.0,V4,85.0,52.3,Liquid,Chain
967,217.0,V4,81.0,52.3,Liquid,Chain
968,217.0,V4,81.0,52.3,Liquid,Chain
969,217.0,V4,85.0,52.3,Liquid,Chain
970,180.0,V4,78.0,52.3,Oil & air,Chain
971,177.0,V4,78.0,52.3,Liquid,Chain
972,177.0,V4,78.0,52.3,Liquid,Chain
973,180.0,V4,78.0,52.3,Liquid,Chain
974,217.0,V4,85.0,52.3,Liquid,Chain
975,184.0,V4,78.0,52.3,Liquid,Chain
976,180.0,V4,78.0,52.3,Liquid,Chain
977,180.0,V4,78.0,52.3,Liquid,Chain
978,184.0,V4,78.0,52.3,Liquid,Chain
979,177.0,V4,78.0,52.3,Liquid,Chain
980,180.0,V4,78.0,52.3,Liquid,Chain
981,230.0,V4,78.0,52.3,Liquid,Chain
982,250.0,V4,78.0,52.3,Liquid,Chain
983,180.0,V4,78.0,52.3,Liquid,Chain
984,180.0,V4,78.0,52.3,Liquid,Chain
985,184.0,V4,78.0,52.3,Liquid,Chain
986,180.0,V4,78.0,52.3,Liquid,Chain
987,180.0,V4,78.0,52.3,Liquid,Chain
988,184.0,V4,78.0,52.3,Liquid,Chain
989,230.0,V4,78.0,52.3,Liquid,Chain
990,201.0,V4,78.0,52.3,Liquid,Chain
991,201.0,V4,78.0,52.3,Liquid,Chain
992,201.0,V4,78.0,52.3,Liquid,Chain
993,201.0,V4,78.0,52.3,Liquid,Chain
994,201.0,V4,78.0,52.3,Liquid,Chain
995,201.0,V4,78.0,52.3,Liquid,Chain
996,201.0,V4,78.0,52.3,Liquid,Chain
997,201.0,V4,78.0,52.3,Liquid,Chain
998,201.0,V4,78.0,52.3,Liquid,Chain
999,201.0,V4,78.0,52.3,Liquid,Chain
1000,201.0,V4,78.0,52.3,Liquid,Chain
1001,201.0,V4,78.0,52.3,Liquid,Chain
1002,201.0,V4,78.0,52.3,Liquid,Chain
1003,34.0,Single cylinder,54.0,54.0,Liquid,Shaft drive
1004,34.0,Single cylinder,54.0,54.0,Liquid,Chain
1005,34.0,Single cylinder,54.0,54.0,Liquid,Chain
1009,21.5,Single cylinder,54.0,54.5,Liquid,Chain
1010,21.5,Single cylinder,54.0,54.5,Liquid,Chain
1011,21.5,Single cylinder,54.0,54.5,Liquid,Chain
1012,15.0,Single cylinder,58.0,47.0,Liquid,Chain
1013,15.0,Single cylinder,58.0,47.0,Liquid,Chain
1014,15.0,Single cylinder,58.0,47.0,Liquid,Chain
1015,15.0,Single cylinder,58.0,47.0,Liquid,Chain
1016,15.0,Single cylinder,58.0,47.0,Liquid,Chain
1017,9.0,Single cylinder,54.0,54.0,Liquid,Chain
1018,47.0,Single cylinder,72.0,61.0,Liquid,Chain
1019,47.0,Single cylinder,72.0,61.0,Liquid,Chain
1020,47.0,Single cylinder,72.0,61.0,Liquid,Chain
1021,47.0,Single cylinder,72.0,61.0,Liquid,Chain
1025,8.0,Single cylinder,40.3,39.0,Liquid,Chain
1042,8.0,Single cylinder,40.3,39.0,Liquid,Chain
1080,19.0,Single cylinder,63.0,59.0,Liquid,Belt
1081,19.0,Single cylinder,63.0,59.0,Liquid,Belt
1082,15.0,Single cylinder,62.0,58.4,Liquid,Belt
1083,19.0,Single cylinder,62.0,58.4,Liquid,Belt
1084,19.0,Single cylinder,62.0,58.4,Liquid,Belt
1085,19.0,Single cylinder,62.0,58.4,Liquid,Belt
1086,19.0,Single cylinder,63.0,58.0,Liquid,Belt
1087,19.0,Single cylinder,63.0,58.0,Liquid,Belt
1097,16.4,Single cylinder,75.0,63.0,Liquid,Belt
1100,34.0,Single cylinder,86.0,69.0,Liquid,Belt
1110,4.3,Single cylinder,39.0,41.8,Air,Belt
1111,4.3,Single cylinder,39.0,41.8,Air,Belt
1113,3.0,Single cylinder,40.0,39.3,Air,Belt
1129,3.0,Single cylinder,40.0,39.3,Air,Belt
1135,39.0,Single cylinder,92.0,69.0,Liquid,Belt
1136,39.0,Single cylinder,92.0,69.0,Liquid,Belt
1137,39.0,Single cylinder,92.0,69.0,Liquid,Belt
1140,40.5,Single cylinder,94.0,71.0,Liquid,Belt
1142,39.0,Single cylinder,92.0,69.0,Liquid,Belt
1143,95.0,V2,92.0,56.4,Liquid,Chain
1144,95.0,V2,92.0,56.4,Liquid,Chain
1145,95.0,V2,92.0,56.4,Liquid,Chain
1146,95.0,V2,92.0,56.4,Liquid,Chain
1147,95.0,V2,92.0,56.4,Liquid,Chain
1148,95.0,V2,92.0,56.4,Liquid,Chain
1149,95.0,V2,92.0,56.4,Liquid,Chain
1150,95.0,V2,92.0,56.4,Liquid,Chain
1151,95.0,V2,92.0,56.4,Liquid,Chain
1152,95.0,V2,92.0,56.4,Liquid,Chain
1153,95.0,V2,92.0,56.4,Liquid,Chain
1154,95.0,V2,92.0,56.4,Liquid,Chain
1155,95.0,V2,92.0,56.4,Liquid,Chain
1156,95.0,V2,92.0,56.4,Liquid,Chain
1157,95.0,V2,92.0,56.4,Liquid,Chain
1158,95.0,V2,92.0,56.4,Liquid,Chain
1160,95.0,V2,92.0,56.4,Liquid,Chain
1161,95.0,V2,92.0,56.4,Liquid,Chain
1162,95.0,V2,92.0,56.4,Liquid,Chain
1163,95.0,V2,92.0,56.4,Liquid,Chain
1164,95.0,V2,92.0,56.4,Liquid,Chain
1165,95.0,V2,92.0,56.4,Liquid,Chain
1166,95.2,V2,92.0,64.1,Liquid,Chain
1167,95.2,V2,92.0,64.1,Liquid,Chain
1168,93.0,V2,92.0,64.1,Liquid,Chain
1169,95.0,V2,92.0,67.4,Liquid,Chain
1170,95.0,V2,92.0,67.4,Liquid,Chain
1171,95.0,V2,92.0,67.4,Liquid,Chain
1172,46.9,V2,92.0,67.4,Liquid,Chain
1173,95.0,V2,92.0,56.4,Liquid,Chain
1174,95.0,V2,92.0,56.4,Liquid,Chain
1176,118.0,V2,97.0,67.5,Liquid,Chain
1178,114.0,V2,97.0,67.5,Liquid,Chain
1179,95.0,Twin,92.0,56.4,Liquid,Chain
1185,15.0,Single cylinder,57.0,48.6,Liquid,Belt
1187,14.5,Single cylinder,57.0,48.6,Liquid,Belt
1188,19.4,Single cylinder,57.0,48.6,Liquid,Belt
1190,21.0,Single cylinder,71.9,48.6,Liquid,Belt
1192,18.9,Single cylinder,72.0,48.6,Liquid,Belt
1193,25.3,Single cylinder,72.0,60.0,Liquid,Belt
1194,22.5,Single cylinder,72.0,60.0,Liquid,Belt
1196,22.1,Single cylinder,72.0,60.0,Liquid,Belt
1204,22.1,Single cylinder,75.0,63.0,Liquid,Belt
1205,22.1,Single cylinder,75.0,63.0,Liquid,Belt
1206,22.1,Single cylinder,75.0,63.0,Liquid,Belt
1207,22.1,Single cylinder,75.0,63.0,Liquid,Belt
1217,4.0,Single cylinder,40.0,39.3,Air,Belt
1218,4.0,Single cylinder,40.0,39.3,Air,Belt
1219,4.1,Single cylinder,40.0,39.3,Air,Belt
1220,9.8,Single cylinder,52.0,58.6,Air,Belt
1221,10.8,Single cylinder,58.0,60.6,Air,Belt
1222,10.8,Single cylinder,58.0,60.6,Air,Belt
1226,5.4,Single cylinder,40.0,39.3,Liquid,Belt
1227,4.0,Single cylinder,40.0,39.3,Liquid,Belt
1229,2.0,Single cylinder,40.0,39.3,Air,Belt
1252,5.4,Single cylinder,40.0,39.3,Liquid,Belt
1266,3.6,Single cylinder,40.0,39.3,Liquid,Belt
1267,14.8,Single cylinder,52.0,58.6,Air,Belt
1268,17.4,Single cylinder,61.5,58.7,Liquid,Belt
1271,22.0,Single cylinder,75.0,63.0,Liquid,Belt
1272,22.0,Single cylinder,75.0,63.0,Liquid,Belt
1273,22.0,Single cylinder,75.0,63.0,Liquid,Belt
1274,22.0,Single cylinder,75.0,63.0,Liquid,Belt
1275,22.0,Single cylinder,75.0,63.0,Liquid,Belt
1276,22.0,Single cylinder,75.0,63.0,Liquid,Belt
1277,22.0,Single cylinder,75.0,63.0,Liquid,Belt
1278,22.0,Single cylinder,75.0,63.0,Liquid,Belt
1279,22.0,Single cylinder,75.0,63.0,Liquid,Belt
1280,9.1,Single cylinder,57.0,48.6,Air,Belt
1281,9.1,Single cylinder,57.0,48.6,Air,Belt
1282,9.1,Single cylinder,57.0,48.6,Air,Belt
1283,9.6,Single cylinder,57.0,48.6,Air,Belt
1284,9.6,Single cylinder,57.0,48.6,Air,Belt
1285,9.6,Single cylinder,57.0,48.6,Air,Belt
1286,9.6,Single cylinder,57.0,48.6,Air,Belt
1287,9.6,Single cylinder,57.0,48.6,Air,Belt
1288,9.6,Single cylinder,57.0,48.6,Air,Belt
1290,4.6,Single cylinder,40.0,39.3,Air,Belt
1291,4.6,Single cylinder,40.0,39.3,Air,Belt
1292,4.6,Single cylinder,40.0,39.3,Air,Belt
1293,4.6,Single cylinder,40.0,39.3,Air,Belt
1294,4.6,Single cylinder,40.0,39.3,Air,Belt
1295,4.6,Single cylinder,40.0,39.3,Air,Belt
1301,76.0,V2,88.0,69.0,Liquid,Belt
1302,76.0,V2,88.0,69.0,Liquid,Belt
1303,76.0,V2,88.0,69.0,Liquid,Belt
1304,76.0,V2,88.0,69.0,Liquid,Belt
1305,76.0,V2,88.0,69.0,Liquid,Belt
1307,76.0,V2,88.0,69.0,Liquid,Belt
1308,76.0,V2,88.0,69.0,Liquid,Belt
1309,76.0,V2,88.0,69.0,Liquid,Belt
1310,76.0,V2,88.0,69.0,Liquid,Belt
1311,76.0,V2,88.0,69.0,Liquid,Belt
1312,76.0,V2,88.0,69.0,Liquid,Belt
1313,9.8,Single cylinder,52.0,58.6,Air,Belt
1317,21.5,Single cylinder,54.0,54.5,Liquid,Chain
1318,21.5,Single cylinder,54.0,54.5,Liquid,Chain
1319,21.5,Single cylinder,54.0,54.5,Liquid,Chain
1320,21.5,Single cylinder,54.0,54.5,Liquid,Chain
1321,21.5,Single cylinder,54.0,54.5,Liquid,Chain
1322,15.0,Single cylinder,58.0,47.0,Liquid,Chain
1323,15.0,Single cylinder,58.0,47.0,Liquid,Chain
1324,15.0,Single cylinder,58.0,47.0,Liquid,Chain
1325,15.0,Single cylinder,58.0,47.0,Liquid,Chain
1326,15.0,Single cylinder,58.0,47.0,Liquid,Chain
1346,10.8,Single cylinder,58.0,60.6,Air,Belt
1367,25.0,Single cylinder,54.0,54.0,Liquid,Chain
1368,33.0,Single cylinder,79.5,70.4,Air,Chain
1369,27.0,Single cylinder,79.5,70.4,Air,Chain
1370,27.0,Single cylinder,79.5,70.4,Air,Chain
1371,27.0,Single cylinder,79.5,70.4,Air,Chain
1372,48.0,Single cylinder,94.0,81.0,Air,Chain
1373,48.0,Single cylinder,94.0,81.0,Air,Chain
1374,45.0,Single cylinder,94.0,81.0,Air,Chain
1375,45.0,Single cylinder,94.0,81.0,Air,Chain
1376,27.0,Single cylinder,94.0,81.0,Air,Chain
1377,80.0,Twin,81.0,63.9,Liquid,Chain
1378,42.0,Single cylinder,76.0,61.0,Liquid,Chain
1379,33.0,Single cylinder,79.5,70.4,Air,Chain
1380,138.0,Twin,97.0,67.5,Liquid,Chain
1381,92.0,V2,97.0,67.5,Oil & air,Chain
1382,133.0,V2,97.0,67.5,Liquid,Chain
1383,136.0,V2,97.0,67.5,Oil & air,Chain
1384,136.0,V2,97.0,67.5,Oil & air,Chain
1385,130.0,Twin,97.0,67.5,Liquid,Chain
1386,138.0,V2,97.0,67.5,Liquid,Chain
1387,136.0,V2,97.0,67.5,Oil & air,Chain
1388,136.0,V2,97.0,67.5,Oil & air,Chain
1389,136.0,V2,97.0,67.5,Oil & air,Chain
1395,15.0,Single cylinder,58.0,47.0,Liquid,Chain
1396,15.0,Single cylinder,58.0,47.0,Liquid,Chain
1397,15.0,Single cylinder,58.0,47.0,Liquid,Chain
1398,15.0,Single cylinder,58.0,47.0,Liquid,Chain
1399,15.0,Single cylinder,58.0,47.0,Liquid,Chain
1400,15.0,Single cylinder,58.0,47.0,Liquid,Chain
1405,95.0,Twin,81.0,63.9,Liquid,Chain
1406,100.0,Twin,81.0,63.9,Liquid,Chain
1408,136.0,V2,97.0,67.5,Oil & air,Chain
1410,175.0,V4,81.0,52.3,Liquid,Chain
1411,175.0,V4,81.0,52.3,Liquid,Chain
1412,173.0,V4,78.0,52.3,Liquid,Chain
1413,175.0,V4,81.0,52.3,Liquid,Chain
1414,175.0,V4,81.0,52.3,Liquid,Chain
1415,175.0,V4,81.0,52.3,Liquid,Chain
1416,201.0,V4,81.0,52.3,Liquid,Chain
1417,175.0,V4,81.0,52.3,Liquid,Chain
1418,175.0,V4,81.0,52.3,Liquid,Chain
1419,173.0,V4,78.0,52.3,Liquid,Chain
1420,175.0,V4,81.0,52.3,Liquid,Chain
1421,175.0,V4,81.0,52.3,Liquid,Chain
1422,175.0,V4,81.0,52.3,Liquid,Chain
1423,201.0,V4,82.0,52.3,Liquid,Chain
1424,173.0,V4,81.0,52.3,Liquid,Chain
1425,175.0,V4,81.0,52.3,Liquid,Chain
1426,175.0,V4,81.0,52.3,Liquid,Chain
1427,162.0,V4,78.0,52.2,Oil & air,Chain
1428,165.0,V4,78.0,52.2,Oil & air,Chain
1429,170.0,V4,78.0,52.3,Liquid,Chain
1430,167.0,V4,78.0,52.3,Liquid,Chain
1431,167.0,V4,78.0,52.3,Liquid,Chain
1432,167.0,V4,78.0,52.3,Liquid,Chain
1433,162.0,V4,78.0,52.2,Oil & air,Chain
1434,10.0,Single cylinder,51.0,54.0,Liquid,Chain
1435,10.0,Single cylinder,54.0,54.0,Liquid,Chain
1436,17.0,Single cylinder,76.0,61.0,Liquid,Chain
1437,17.0,Single cylinder,76.0,61.0,Liquid,Chain
1438,17.0,Single cylinder,76.0,61.0,Liquid,Chain
1439,10.0,Single cylinder,76.0,61.0,Liquid,Chain
1441,12.2,Single cylinder,62.0,58.0,Air,Shaft drive
1442,12.2,Single cylinder,62.0,58.0,Air,Shaft drive
1445,120.0,V2,104.8,117.5,Liquid,Chain
1649,9.0,Single cylinder,60.0,61.0,Air,Chain
1650,9.0,Single cylinder,60.0,61.0,Air,Chain
1651,9.0,Single cylinder,60.0,61.0,Air,Chain
1652,9.0,Single cylinder,60.0,61.0,Air,Chain
1653,9.0,Single cylinder,60.0,61.0,Air,Chain
1654,12.0,Single cylinder,64.0,61.0,Air,Chain
1655,12.0,Single cylinder,64.0,61.0,Air,Chain
1656,12.0,Single cylinder,64.0,61.0,Air,Chain
1658,20.0,Twin,60.0,61.0,Air,Chain
1659,20.0,Twin,60.0,61.0,Air,Chain
1660,20.0,Twin,60.0,61.0,Air,Chain
1670,10.0,Single cylinder,72.0,85.0,Air,Chain
1671,10.0,Single cylinder,72.0,85.0,Air,Chain
1682,23.0,Square four cylinder,56.0,61.0,Air,Chain
1683,23.0,Square four cylinder,56.0,61.0,Air,Chain
1684,23.0,Square four cylinder,56.0,61.0,Air,Chain
1685,23.0,Square four cylinder,56.0,61.0,Air,Chain
1686,24.0,Square four cylinder,56.0,61.0,Air,Chain
1688,35.0,Square four cylinder,65.0,78.0,Air,Chain
1689,35.0,Square four cylinder,65.0,78.0,Air,Chain
1690,35.0,Square four cylinder,65.0,78.0,Air,Chain
1691,35.0,Square four cylinder,65.0,78.0,Air,Chain
1692,35.0,Square four cylinder,65.0,78.0,Air,Chain
1693,35.0,Square four cylinder,65.0,78.0,Air,Chain
1694,35.0,Square four cylinder,65.0,78.0,Air,Chain
1695,35.0,Square four cylinder,65.0,78.0,Air,Chain
1696,35.0,Square four cylinder,65.0,78.0,Air,Chain
1697,35.0,Square four cylinder,65.0,78.0,Air,Chain
1698,35.0,Square four cylinder,65.0,78.0,Air,Chain
1699,35.0,Square four cylinder,65.0,78.0,Air,Chain
1700,35.0,Square four cylinder,65.0,78.0,Air,Chain
1701,35.0,Square four cylinder,65.0,78.0,Air,Chain
1702,35.0,Square four cylinder,65.0,78.0,Air,Chain
1703,35.0,Square four cylinder,65.0,78.0,Air,Chain
1704,35.0,Square four cylinder,65.0,78.0,Air,Chain
1705,35.0,Square four cylinder,65.0,78.0,Air,Chain
1706,35.0,Square four cylinder,65.0,78.0,Air,Chain
1707,45.0,Square four cylinder,65.0,78.0,Air,Chain
1708,45.0,Square four cylinder,65.0,78.0,Air,Chain
1709,45.0,Square four cylinder,65.0,78.0,Air,Chain
1710,45.0,Square four cylinder,65.0,78.0,Air,Chain
1711,45.0,Square four cylinder,65.0,78.0,Air,Chain
1712,45.0,Square four cylinder,65.0,78.0,Air,Chain
1713,45.0,Square four cylinder,65.0,78.0,Air,Chain
1714,173.0,V4,81.0,60.0,Liquid,Chain
1715,173.0,V4,81.0,60.0,Liquid,Chain
1716,173.0,V4,81.0,60.0,Liquid,Chain
1717,173.0,V4,81.0,60.0,Liquid,Chain
1718,173.0,V4,81.0,60.0,Liquid,Chain
1719,173.0,V4,81.0,60.0,Liquid,Chain
1720,173.0,V4,81.0,60.0,Liquid,Shaft drive
1721,16.0,Twin,54.0,54.0,Air,Chain
1723,20.0,Twin,54.0,54.0,Air,Chain
1724,20.0,Twin,54.0,54.0,Air,Chain
1727,35.0,Twin,70.0,84.0,Air,Chain
1728,35.0,Twin,70.0,84.0,Air,Chain
1729,35.0,Twin,70.0,84.0,Air,Chain
1730,35.0,Twin,70.0,84.0,Air,Chain
1731,16.0,Twin,54.0,54.0,Air,Chain
1737,28.0,Twin,56.0,86.0,Air,Chain
1738,28.0,Twin,56.0,86.0,Air,Chain
1739,28.0,Twin,56.0,86.0,Air,Chain
1740,28.0,Twin,56.0,86.0,Air,Chain
1741,28.0,Twin,56.0,86.0,Air,Chain
1742,28.0,Twin,56.0,86.0,Air,Chain
1743,28.0,Twin,56.0,86.0,Air,Chain
1744,28.0,Twin,56.0,86.0,Air,Chain
1745,28.0,Twin,56.0,86.0,Air,Chain
1746,28.0,Twin,56.0,86.0,Air,Chain
1748,16.0,Twin,54.0,54.0,Air,Chain
1749,16.0,Twin,54.0,54.0,Air,Chain
1750,17.0,Twin,54.0,54.0,Air,Chain
1751,17.0,Twin,54.0,54.0,Air,Chain
1752,17.5,Twin,54.0,54.0,Air,Chain
1753,17.5,Twin,54.0,54.0,Air,Chain
1754,17.5,Twin,54.0,54.0,Air,Chain
1755,17.5,Twin,54.0,54.0,Air,Chain
1757,10.0,Single cylinder,60.0,70.0,Air,Chain
1758,10.0,Single cylinder,60.0,70.0,Air,Chain
1759,10.0,Single cylinder,60.0,70.0,Air,Chain
1760,10.0,Single cylinder,60.0,70.0,Air,Chain
1761,10.0,Single cylinder,60.0,70.0,Air,Chain
1762,10.0,Single cylinder,60.0,70.0,Air,Chain
1779,19.5,Single cylinder,72.0,85.0,Air,Chain
1780,19.5,Single cylinder,72.0,85.0,Air,Chain
1781,19.5,Single cylinder,72.0,85.0,Air,Chain
1782,19.5,Single cylinder,72.0,85.0,Air,Chain
1783,19.5,Single cylinder,72.0,85.0,Air,Chain
1784,19.5,Single cylinder,72.0,85.0,Air,Chain
1785,19.5,Single cylinder,72.0,85.0,Air,Chain
1786,19.5,Single cylinder,72.0,85.0,Air,Chain
1787,19.5,Single cylinder,72.0,85.0,Air,Chain
1788,19.5,Single cylinder,72.0,85.0,Air,Chain
1789,19.5,Single cylinder,72.0,85.0,Air,Chain
1790,19.5,Single cylinder,72.0,85.0,Air,Chain
1791,19.5,Single cylinder,72.0,85.0,Air,Chain
1792,19.0,Single cylinder,72.0,85.0,Air,Chain
1793,19.0,Single cylinder,72.0,85.0,Air,Chain
1796,15.6,Single cylinder,86.4,102.0,Air,Chain
1797,15.6,Single cylinder,86.4,102.0,Air,Chain
1798,15.6,Single cylinder,86.4,102.0,Air,Chain
1799,15.6,Single cylinder,86.4,102.0,Air,Chain
1800,15.6,Single cylinder,86.4,102.0,Air,Chain
1801,15.6,Single cylinder,86.4,102.0,Air,Chain
1802,15.6,Single cylinder,86.4,102.0,Air,Chain
1803,15.6,Single cylinder,86.4,102.0,Air,Chain
1804,18.0,Single cylinder,86.4,102.0,Air,Chain
1805,18.0,Single cylinder,86.4,102.0,Air,Chain
1806,18.0,Single cylinder,86.4,102.0,Air,Chain
1807,18.0,Single cylinder,86.4,102.0,Air,Chain
1808,24.0,Single cylinder,86.4,85.0,Air,Chain
1809,24.0,Single cylinder,86.4,85.0,Air,Chain
1810,24.0,Single cylinder,86.4,85.0,Air,Chain
1811,24.0,Single cylinder,86.4,85.0,Air,Chain
1812,24.0,Single cylinder,86.4,85.0,Air,Chain
1813,24.0,Single cylinder,86.4,85.0,Air,Chain
1814,24.0,Single cylinder,86.4,85.0,Air,Chain
1815,24.0,Single cylinder,86.4,85.0,Air,Chain
1816,24.0,Single cylinder,86.4,85.0,Air,Chain
1817,24.0,Single cylinder,86.4,85.0,Air,Chain
1818,24.0,Single cylinder,86.4,85.0,Air,Chain
1819,24.0,Single cylinder,86.4,85.0,Air,Chain
1820,24.0,Single cylinder,86.4,85.0,Air,Chain
1821,24.0,Single cylinder,86.4,85.0,Air,Chain
1822,24.0,Single cylinder,81.0,95.0,Air,Chain
1823,24.0,Single cylinder,81.0,95.0,Air,Chain
1824,24.0,Single cylinder,81.0,95.0,Air,Chain
1825,24.0,Single cylinder,81.0,95.0,Air,Chain
1826,24.0,Single cylinder,81.0,95.0,Air,Chain
1827,24.0,Single cylinder,81.0,95.0,Air,Chain
1828,24.0,Single cylinder,81.0,95.0,Air,Chain
1829,24.0,Single cylinder,81.0,95.0,Air,Chain
1830,24.0,Single cylinder,81.0,95.0,Air,Chain
1831,24.0,Single cylinder,81.0,95.0,Air,Chain
1832,26.0,Single cylinder,81.0,95.0,Air,Chain
1833,26.0,Single cylinder,81.0,95.0,Air,Chain
1834,26.0,Single cylinder,81.0,95.0,Air,Chain
1835,24.0,Single cylinder,81.0,95.0,Air,Chain
1836,24.0,Single cylinder,81.0,95.0,Air,Chain
1837,17.0,Single cylinder,72.0,85.0,Air,Chain
1838,17.0,Single cylinder,72.0,85.0,Air,Chain
1839,17.0,Single cylinder,72.0,85.0,Air,Chain
1840,17.0,Single cylinder,72.0,85.0,Air,Chain
1841,17.0,Single cylinder,72.0,85.0,Air,Chain
1847,14.0,Single cylinder,66.0,58.2,Air,Chain
1865,10.2,Single cylinder,57.4,57.8,Air,Belt
1866,10.2,Single cylinder,57.4,57.8,Air,Belt
1867,10.2,Single cylinder,57.4,57.8,Air,Belt
1868,10.2,Single cylinder,57.4,57.8,Air,Belt
1871,6.9,Single cylinder,52.4,57.8,Air,Belt
1872,6.9,Single cylinder,52.4,57.8,Air,Belt
1873,6.9,Single cylinder,52.4,57.8,Air,Belt
1874,6.9,Single cylinder,52.4,57.8,Air,Belt
1875,3.8,Single cylinder,39.0,41.5,Air,Belt
1876,3.8,Single cylinder,39.0,41.5,Air,Belt
1888,40.0,Single cylinder,94.0,81.0,Air,Chain
1892,48.0,Single cylinder,95.0,63.4,Liquid,Chain
1894,27.0,V2,57.0,48.8,Oil & air,Chain
1895,25.0,V2,57.0,48.8,Oil & air,Chain
1896,27.0,V2,57.0,48.8,Oil & air,Chain
1897,27.0,V2,57.0,48.8,Oil & air,Chain
1898,27.0,V2,57.0,48.8,Oil & air,Chain
1899,79.0,V2,81.5,62.0,Liquid,Chain
1900,79.0,V2,81.5,62.0,Liquid,Chain
1901,79.0,V2,81.5,62.0,Liquid,Chain
1902,79.0,V2,81.5,62.0,Liquid,Chain
1903,25.0,V2,57.0,48.8,Oil & air,Chain
1904,27.0,V2,57.0,48.8,Oil & air,Chain
1905,25.0,V2,57.0,48.8,Oil & air,Chain
1906,79.0,V2,81.5,62.0,Liquid,Belt
1907,79.0,V2,81.5,62.0,Liquid,Belt
1908,80.0,V2,81.5,62.0,Liquid,Belt
1913,17.6,Single cylinder,57.3,57.8,Liquid,Chain
1915,17.6,Single cylinder,63.5,47.2,Liquid,Chain
1916,17.6,Single cylinder,63.5,47.2,Liquid,Chain
1936,11.0,Single cylinder,56.5,49.5,Air,Chain
1942,417.0,V8,86.0,55.4,Liquid,Shaft drive
1943,417.0,V8,86.0,55.4,Liquid,Shaft drive
1944,417.0,V8,86.0,55.4,Liquid,Shaft drive
1947,120.0,V2,101.6,101.0,Air,Belt
1948,120.0,V2,101.6,101.0,Air,Belt
1949,120.0,V2,101.6,101.0,Air,Chain
1950,120.0,V2,101.6,101.0,Air,Chain
1951,120.0,V2,101.6,101.0,Air,Chain
1952,120.0,V2,101.6,101.0,Air,Chain
1953,120.0,V2,101.6,101.0,Air,Chain
1954,120.0,V2,101.6,101.0,Air,Chain
1955,120.0,V2,101.6,101.0,Air,Chain
1956,120.0,V2,101.6,101.0,Air,Chain
1957,120.0,V2,101.6,101.0,Air,Chain
1958,120.0,V2,101.6,101.0,Oil & air,Chain
1959,120.0,V2,101.6,101.0,Oil & air,Chain
1960,120.0,V2,101.6,101.0,Air,Chain
1961,120.0,V2,101.6,101.0,Air,Chain
1962,120.0,V2,101.6,101.0,Air,Chain
1963,120.0,V2,101.6,101.0,Oil & air,Chain
1964,120.0,V2,101.6,101.0,Air,Chain
1965,120.0,V2,101.6,101.0,Air,Chain
1983,7.0,Single cylinder,52.0,45.0,Air,Belt
2017,8.2,Single cylinder,53.0,45.0,Air,Chain
2018,7.8,Single cylinder,47.0,58.8,Air,Chain
2019,7.8,Single cylinder,47.0,58.8,Air,Chain
2020,8.5,Single cylinder,50.0,58.8,Air,Chain
2021,8.6,Single cylinder,50.0,58.8,Air,Chain
2022,8.6,Single cylinder,50.0,58.8,Air,Chain
2040,14.5,Single cylinder,56.0,58.8,Air,Chain
2064,8.2,Single cylinder,47.0,58.8,Air,Chain
2065,7.8,Single cylinder,47.0,58.8,Air,Chain
2066,7.8,Single cylinder,47.0,58.8,Air,Chain
2067,8.5,Single cylinder,50.0,58.8,Air,Chain
2068,8.5,Single cylinder,50.0,58.8,Air,Chain
2094,16.3,Single cylinder,63.5,56.4,Air,Chain
2099,23.5,Single cylinder,72.0,49.0,Liquid,Chain
2100,23.5,Single cylinder,72.0,49.0,Liquid,Chain
2101,23.5,Single cylinder,72.0,49.0,Liquid,Chain
2106,19.8,Single cylinder,67.0,62.4,Oil & air,Chain
2109,21.0,Single cylinder,67.0,62.4,Air,Chain
2117,23.2,Single cylinder,72.0,49.0,Liquid,Chain
2128,12.5,Single cylinder,64.0,70.0,Air,Chain
2129,3.3,Single cylinder,40.0,39.0,Air,Chain
2134,5.2,Single cylinder,50.0,53.5,Air,Shaft drive
2135,6.5,Single cylinder,52.4,57.0,Air,Chain
2136,6.5,Single cylinder,52.4,57.0,Air,Chain
2137,6.5,Single cylinder,52.4,57.0,Air,Chain
2138,6.5,Single cylinder,52.4,57.0,Air,Chain
2139,6.5,Single cylinder,52.4,57.0,Air,Chain
2140,6.5,Single cylinder,52.4,57.0,Air,Chain
2141,6.5,Single cylinder,52.4,57.0,Air,Chain
2142,6.5,Single cylinder,52.4,57.0,Air,Chain
2143,6.5,Single cylinder,52.4,57.0,Air,Chain
2144,6.5,Single cylinder,52.4,57.0,Air,Chain
2146,6.5,Single cylinder,52.4,57.0,Air,Chain
